350,9.592e-06,0.00010364,0
355,9.4806e-05,4.9519e-05,0.00011787
360,4.0808e-05,0,8.6189e-06
365,5.8694e-05,0,0
370,7.9757e-06,7.8547e-05,1.2593e-06
375,0,1.4725e-05,2.704e-05
380,8.5954e-06,1.7474e-05,3.1737e-06
385,4.1138e-05,1.1077e-05,1.4332e-05
390,5.754e-05,1.4437e-05,3.5798e-05
395,1.7752e-05,1.4524e-05,3.7257e-05
400,2.4772e-06,1.2419e-05,2.7576e-05
405,3.5107e-06,0,8.9305e-05
410,9.621e-06,1.1894e-05,9.4723e-05
415,0,1.2196e-06,0.00012991
420,2.0156e-06,2.6907e-06,0.00025676
425,0,0,0.00059315
430,0,3.8844e-06,0.0014929
435,9.9783e-06,2.1487e-05,0.0029788
440,0,1.3525e-05,0.0064898
445,2.5495e-05,2.846e-05,0.011934
450,1.4907e-05,3.9841e-05,0.015807
455,2.5422e-05,2.4746e-05,0.013751
460,5.0008e-06,3.4864e-05,0.0086731
465,1.6427e-05,3.878e-05,0.0059374
470,4.5815e-06,0.0001286,0.0040968
475,9.5192e-06,0.00028395,0.0026885
480,2.698e-05,0.00044429,0.0015907
485,9.4229e-06,0.00056893,0.0010502
490,3.5219e-05,0.00065014,0.00077537
495,9.2743e-07,0.0007692,0.00066325
500,1.0459e-05,0.0011215,0.00069436
505,7.1167e-07,0.0018206,0.00086335
510,0,0.0031752,0.0011829
515,5.8097e-07,0.0046386,0.0012751
520,1.4509e-05,0.0060866,0.0012666
525,2.9886e-07,0.0074631,0.0010825
530,6.8242e-08,0.0089893,0.00087599
535,3.1487e-06,0.0092047,0.0005206
540,8.975e-08,0.0086757,0.00024267
545,4.6804e-08,0.0078725,0.00013287
550,2.0327e-05,0.0068759,9.873e-05
555,1.4377e-07,0.0059332,7.9258e-05
560,1.3931e-07,0.0046961,5.9798e-05
565,2.7394e-05,0.0035675,7.8392e-05
570,1.8583e-05,0.0025695,3.9103e-05
575,9.4518e-05,0.0018312,3.0927e-05
580,0.00050557,0.0012815,3.3416e-05
585,0.001153,0.00088578,3.8178e-05
590,0.0015181,0.0005275,1.8696e-05
595,0.0017858,0.00032139,1.6546e-05
600,0.001803,0.00015398,5.2427e-07
605,0.0028886,0.00010151,1.2068e-05
610,0.0068791,0.0001022,1.8788e-05
615,0.0051883,5.7437e-05,1.7906e-05
620,0.0032101,2.059e-05,2.2076e-05
625,0.0046104,2.1777e-05,4.7147e-05
630,0.021103,4.9152e-05,0.00014655
635,0.011987,2.5282e-05,0.00011581
640,0.0012716,1.0513e-05,1.4454e-05
645,0.0032331,8.0393e-06,4.1815e-05
650,0.0016147,1.1248e-05,6.3808e-06
655,0.00074895,1.1969e-05,3.7157e-05
660,0.00046528,5.2621e-06,9.8216e-06
665,0.00031586,7.2045e-06,4.7766e-06
670,0.00040037,9.0753e-06,2.6838e-06
675,0.00021776,3.8491e-06,1.1824e-05
680,0.00016222,0,1.076e-05
685,0.00015219,1.4338e-05,0
690,0.00011907,5.1593e-06,4.6377e-06
695,8.9599e-05,1.0321e-05,0
700,4.6292e-05,9.451e-06,1.1505e-06
705,8.2355e-05,4.3172e-06,5.1967e-06
710,6.7358e-05,1.3317e-05,7.78e-06
715,3.6152e-05,9.5322e-06,2.6747e-05
720,3.4737e-05,3.743e-06,1.7392e-05
725,6.7353e-05,5.0167e-06,0
730,5.4056e-05,8.3796e-06,0
735,4.0086e-05,1.4319e-05,1.4431e-05
740,5.8431e-05,6.3822e-06,5.1246e-06
745,1.8801e-05,1.5761e-06,5.3037e-06
750,6.8663e-05,1.4657e-05,0
755,1.9489e-05,2.6867e-05,3.4108e-05
760,1.0973e-05,1.4467e-06,2.9037e-06
765,2.6736e-05,1.1229e-05,1.7824e-06
770,1.7088e-05,2.6045e-05,1.3475e-05
775,9.1834e-07,1.3728e-05,3.3653e-05
780,3.4519e-05,4.4659e-06,2.0767e-05
785,6.3964e-05,0,3.5435e-05
790,1.8558e-05,8.3102e-06,2.6332e-06
795,0,0,0
800,0,0,0
