350,0.00025426,0.00035581,6.5413e-06
351,0.00015644,8.7065e-05,0
352,4.7376e-05,2.5761e-05,0
353,3.071e-05,0,0
354,0,0,4.2977e-05
355,0,0,1.6917e-05
356,9.6506e-05,0,4.6457e-05
357,8.5564e-05,0,3.8733e-05
358,0,3.7891e-06,7.3584e-06
359,7.6029e-05,1.549e-05,1.0167e-05
360,1.1485e-05,2.0509e-06,1.1451e-05
361,4.2854e-07,2.4998e-06,3.1457e-05
362,8.7182e-06,2.547e-05,4.5943e-05
363,9.055e-06,0,2.0974e-05
364,0,2.5692e-06,2.3857e-05
365,4.7565e-05,7.7386e-07,4.8875e-06
366,1.0703e-06,0,3.5749e-05
367,2.5161e-05,0,2.1696e-05
368,4.217e-05,0,1.6509e-05
369,2.7809e-05,0,1.1957e-05
370,0,0,1.1683e-06
371,2.5794e-06,0,6.7879e-06
372,3.0135e-05,0,2.0422e-05
373,1.425e-05,4.5239e-06,1.0482e-05
374,3.7547e-05,8.8109e-06,1.6237e-05
375,7.464e-06,0,1.6974e-05
376,0,0,2.0185e-05
377,0,0,4.9307e-06
378,2.2946e-06,0,1.9157e-05
379,1.2807e-05,0,2.0185e-05
380,2.1636e-05,0,1.4723e-05
381,6.5441e-06,0,1.4354e-05
382,0,0,1.1499e-05
383,2.6707e-05,1.2885e-05,1.6792e-05
384,0,0,2.5914e-05
385,0,0,2.3881e-05
386,0,1.6307e-06,2.3052e-05
387,9.7879e-06,3.1868e-07,1.9394e-05
388,1.1541e-05,0,1.496e-05
389,3.7581e-06,0,1.434e-05
390,8.8117e-06,0,2.5513e-05
391,2.2966e-06,0,2.6654e-05
392,7.3257e-07,4.0778e-06,2.9689e-05
393,2.3442e-06,5.9202e-06,2.9666e-05
394,6.1403e-07,2.4032e-06,2.9413e-05
395,2.1987e-06,0,3.1062e-05
396,0,2.5946e-06,2.8797e-05
397,0,1.1842e-06,2.8173e-05
398,0,3.3052e-06,3.3508e-05
399,0,0,1.9947e-05
400,9.6224e-07,0,3.8786e-05
401,1.5678e-06,0,3.8747e-05
402,6.9529e-06,0,3.7373e-05
403,1.2922e-06,7.349e-06,3.9819e-05
404,1.7491e-05,1.2414e-05,5.1133e-05
405,1.151e-05,0,5.0359e-05
406,5.9907e-06,0,5.2991e-05
407,0,5.0582e-07,4.5016e-05
408,0,1.4243e-07,5.0955e-05
409,1.0398e-05,5.4636e-06,5.9702e-05
410,7.468e-06,2.3382e-06,5.6958e-05
411,5.4381e-06,7.0677e-06,7.2301e-05
412,6.3321e-06,0,7.7994e-05
413,2.0824e-07,0,8.6907e-05
414,0,0,9.8678e-05
415,1.3564e-05,0,0.00012289
416,5.8193e-06,2.0379e-06,0.0001455
417,0,2.726e-06,0.00017233
418,6.3991e-07,3.7328e-06,0.00020577
419,7.1043e-08,4.1442e-07,0.00024266
420,2.4783e-06,0,0.00030168
421,1.7687e-05,0,0.00036659
422,6.8196e-06,0,0.00043003
423,1.3199e-05,0,0.00050778
424,1.2296e-05,7.387e-06,0.00061281
425,9.8273e-06,6.8745e-07,0.00070432
426,1.5772e-05,7.1791e-06,0.00084041
427,1.9505e-05,1.8917e-06,0.00095542
428,2.3348e-05,1.4562e-06,0.0010961
429,3.4177e-05,2.8743e-06,0.0012534
430,2.7359e-05,8.4371e-06,0.0013921
431,1.7189e-05,1.4267e-05,0.001595
432,2.7401e-05,1.0263e-05,0.0018371
433,3.4816e-05,1.6265e-05,0.0024191
434,4.7895e-05,6.0645e-06,0.0035996
435,7.1306e-05,1.2016e-05,0.0050685
436,8.9655e-05,1.4461e-05,0.006213
437,7.7576e-05,1.7979e-05,0.0059492
438,6.833e-05,1.5343e-05,0.0049011
439,5.6782e-05,1.4801e-05,0.0039779
440,3.7181e-05,4.8636e-06,0.0036079
441,4.2001e-05,1.5403e-05,0.003622
442,5.1256e-05,1.8012e-05,0.0037585
443,4.1015e-05,1.5097e-05,0.0039206
444,4.1077e-05,7.925e-06,0.0040579
445,4.8829e-05,1.5249e-05,0.0041506
446,3.4656e-05,1.9946e-05,0.0042401
447,4.3532e-05,1.7009e-05,0.0042754
448,3.7691e-05,2.0152e-05,0.0043821
449,3.4615e-05,9.7463e-06,0.0044494
450,4.2982e-05,2.3195e-05,0.0044523
451,3.3209e-05,1.0879e-05,0.0044655
452,2.5422e-05,1.8206e-05,0.0044667
453,1.7573e-05,1.3067e-05,0.0044484
454,2.6123e-05,1.6209e-05,0.004424
455,1.8021e-05,9.5019e-06,0.0043827
456,3.0757e-05,1.9292e-05,0.0042982
457,2.7982e-05,1.5181e-05,0.0041792
458,2.6388e-05,2.0996e-05,0.0040689
459,1.8607e-05,2.0525e-05,0.0039549
460,1.334e-05,2.4884e-05,0.0038071
461,2.3794e-05,1.5386e-05,0.0036747
462,2.0384e-05,2.2261e-05,0.0035547
463,2.4632e-05,2.5206e-05,0.0034312
464,2.433e-05,3.2131e-05,0.0032749
