350,0,0,5.5823e-06
351,0,0,5.5872e-05
352,8.46e-06,0,0
353,5.4839e-06,0,0
354,0,0,0
355,0.00013861,0,8.6632e-05
356,0,4.351e-06,1.401e-06
357,0,1.7575e-05,5.659e-06
358,0,3.042e-05,0
359,0,4.2133e-05,0
360,0,6.2644e-06,2.2521e-05
361,0,6.4611e-06,3.4011e-07
362,0,1.5374e-06,3.4654e-06
363,1.6393e-06,0,1.3661e-05
364,1.3808e-06,0,1.8847e-05
365,0,2.5767e-06,2.211e-06
366,0,2.3607e-05,1.6587e-06
367,0,0,3.5283e-06
368,0,0,2.1238e-05
369,0,0,1.3811e-05
370,3.018e-05,0,1.4094e-06
371,3.9482e-06,9.0824e-06,9.2122e-06
372,0,0,1.2948e-05
373,0,2.3894e-07,8.1311e-06
374,0,4.6536e-07,0
375,0,0,0
376,0,1.9817e-05,1.9542e-05
377,0,5.1592e-06,1.3409e-05
378,1.639e-06,4.0397e-07,1.6175e-05
379,5.0693e-06,1.2495e-06,5.7457e-06
380,1.3098e-05,2.5109e-06,1.7932e-05
381,5.6093e-06,1.0753e-06,1.0673e-05
382,0,0,3.919e-07
383,6.8006e-07,0,1.4503e-05
384,3.859e-06,0,1.1312e-06
385,0,0,1.0886e-05
386,0,0,2.2018e-05
387,0,0,1.581e-05
388,6.9639e-07,4.9042e-08,1.4679e-05
389,1.0893e-05,2.1376e-06,1.6472e-05
390,2.098e-06,3.7445e-06,1.4336e-05
391,0,3.4051e-07,2.0498e-05
392,0,1.0338e-06,1.6108e-05
393,0,1.0745e-05,2.2496e-05
394,5.4931e-06,0,1.725e-05
395,0,1.0318e-06,2.1601e-05
396,0,1.2476e-06,1.7641e-05
397,0,0,2.4672e-05
398,0,1.7457e-06,2.1261e-05
399,7.9612e-07,1.3082e-06,2.4505e-05
400,8.129e-06,9.8564e-06,2.5516e-05
401,1.1799e-05,6.3727e-06,2.4744e-05
402,5.4054e-06,8.4268e-06,2.9206e-05
403,2.7689e-07,4.6442e-06,2.0489e-05
404,0,6.5566e-07,3.397e-05
405,0,3.4631e-07,3.8477e-05
406,0,2.2773e-06,3.4047e-05
407,0,7.0246e-06,3.571e-05
408,2.2271e-06,1.6249e-06,4.0989e-05
409,0,7.269e-06,4.236e-05
410,0,2.6326e-06,3.669e-05
411,4.1433e-06,4.7781e-06,4.3929e-05
412,4.416e-06,0,4.8674e-05
413,2.0107e-06,2.2302e-06,5.3294e-05
414,9.7017e-08,5.0121e-06,5.1076e-05
415,4.2018e-06,1.919e-06,5.571e-05
416,1.6627e-06,7.0744e-06,5.7189e-05
417,2.6951e-06,2.9672e-06,6.8972e-05
418,4.1161e-06,3.4668e-06,8.6467e-05
419,3.0447e-07,6.1351e-06,8.9215e-05
420,4.0851e-07,7.3839e-07,0.0001099
421,2.5732e-06,7.3012e-06,0.0001193
422,7.8148e-06,1.0483e-05,0.00014794
423,7.0365e-06,7.749e-06,0.00016921
424,7.2266e-06,1.2913e-05,0.00021611
425,0,1.6249e-05,0.00024757
426,1.0961e-06,1.3978e-05,0.00028659
427,2.2637e-06,1.918e-05,0.00033124
428,1.2633e-05,1.3271e-05,0.00041125
429,1.6382e-05,2.1527e-05,0.00049547
430,1.1194e-05,1.8482e-05,0.00057406
431,1.3865e-05,2.9991e-05,0.0006793
432,1.1816e-05,3.7432e-05,0.00081665
433,1.9273e-05,4.5837e-05,0.00096471
434,1.6595e-05,5.0547e-05,0.0011229
435,2.0023e-05,5.8392e-05,0.0013297
436,1.9557e-05,7.1487e-05,0.0015163
437,1.9925e-05,7.2868e-05,0.0017397
438,2.5861e-05,8.7073e-05,0.0020133
439,3.2596e-05,0.00010195,0.0022968
440,3.0116e-05,0.00011408,0.0026115
441,3.9984e-05,0.0001285,0.0029874
442,4.3629e-05,0.00013982,0.0033876
443,4.3944e-05,0.00016653,0.003814
444,5.5827e-05,0.00018917,0.0042581
445,6.059e-05,0.00020965,0.0047886
446,5.373e-05,0.000229,0.0052491
447,7.0546e-05,0.00024406,0.005701
448,7.5779e-05,0.00026826,0.0061879
449,8.1888e-05,0.0002815,0.0065606
450,8.8789e-05,0.00029668,0.0068458
451,8.6386e-05,0.00029717,0.0069938
452,8.5771e-05,0.00030371,0.0070215
453,8.739e-05,0.00029516,0.0068419
454,8.1091e-05,0.00028621,0.0065358
455,6.5342e-05,0.00027292,0.0061265
456,6.932e-05,0.00024604,0.0055916
457,5.8564e-05,0.00021666,0.005085
458,4.8356e-05,0.00020367,0.0046163
459,3.9935e-05,0.0001871,0.0041939
460,3.2917e-05,0.00016668,0.0037854
461,3.9089e-05,0.00016158,0.0034848
462,3.7253e-05,0.00015719,0.0031805
463,3.9126e-05,0.00014357,0.0029236
464,3.7587e-05,0.00013772,0.002686
465,2.9812e-05,0.00014035,0.0024829
466,2.6154e-05,0.00013261,0.0022591
467,2.6527e-05,0.00013111,0.0020708
468,2.6473e-05,0.00014031,0.0018993
469,2.4755e-05,0.00014309,0.0017437
470,2.2912e-05,0.00015003,0.0015868
471,2.1718e-05,0.00016142,0.0014445
472,2.3035e-05,0.00017914,0.0013
473,2.3445e-05,0.00019713,0.0011563
474,2.4239e-05,0.00021358,0.0010274
475,2.0896e-05,0.00022909,0.00091819
476,2.2555e-05,0.00024368,0.00084499
477,2.7403e-05,0.00027305,0.00076506
478,2.048e-05,0.00029632,0.00068538
479,1.7535e-05,0.00030697,0.00062106
480,1.8072e-05,0.0003184,0.00056709
481,1.7518e-05,0.00034279,0.00052657
482,2.4528e-05,0.0003472,0.00049211
483,2.6711e-05,0.00035588,0.00044524
484,2.279e-05,0.00036354,0.00040098
485,2.2626e-05,0.00037145,0.00037939
486,3.0629e-05,0.00038743,0.00036478
487,2.1066e-05,0.00037605,0.00034002
488,2.1317e-05,0.00039018,0.00030994
489,2.8996e-05,0.00040488,0.00029817
490,2.345e-05,0.00041673,0.00028285
491,2.8227e-05,0.00042034,0.00027197
492,2.5204e-05,0.00043747,0.00026208
